Antiguedad,Kilometraje,Marca.1.Índice,Modelo.1.Índice,Version.1.Índice,Precios Lista.Precio de Lista,Precio
6,66894,40,294,1301,287700,227999
7,68500,40,90,1306,420900,289999
6,24768,40,294,1274,287700,235999
9,138956,40,294,1290,287700,177999
10,81500,40,90,1275,420900,254999
9,112418,40,295,1297,225900,170999
4,51798,40,294,1280,287700,264999
9,86000,40,90,1305,420900,289999
8,100100,40,295,1285,225900,175999
7,46000,40,294,1301,287700,215999
5,46042,40,90,1287,420900,286999
9,67000,40,90,1272,420900,251999
5,75600,40,294,1270,287700,209999
4,35132,40,294,1311,287700,308999
7,94738,40,295,1300,225900,200999
10,81500,40,90,1275,420900,270999
6,46000,40,295,1300,225900,224999
9,80250,40,294,1283,287700,188999
5,60030,40,297,1307,587900,371999
6,54000,40,294,1274,287700,222999
3,24500,40,90,1310,420900,407999
7,97851,40,293,1280,377900,214999
9,123728,40,294,1308,287700,183999
8,131435,40,294,1285,287700,178999
9,91304,40,294,1283,287700,174999
3,42153,40,293,1280,377900,295999
3,27000,40,294,1269,287700,305999
8,47550,40,294,1290,287700,192999
1,5000,40,91,1293,498700,428999
10,63500,40,294,1291,287700,169999
7,90090,40,91,1288,498700,278999
3,24500,40,90,1310,420900,405999
9,133000,40,90,1319,420900,202999
5,50000,40,90,1298,420900,440999
7,96900,40,293,1269,377900,239999
5,72331,40,294,1270,287700,234999
10,98306,40,90,1302,420900,201999
9,67000,40,90,1272,420900,250999
5,60030,40,297,1307,587900,359999
7,68675,40,295,1314,225900,227999
11,76596,40,294,1296,287700,171999
6,22162,40,293,1269,377900,286999
5,81009,40,293,1318,377900,252999
1,2883,40,294,1278,287700,361999
6,22162,40,293,1269,377900,285999
2,22143,40,90,1315,420900,493999
5,68362,40,294,1278,287700,287999
8,110186,40,295,1276,225900,188999
9,80250,40,294,1283,287700,191999
7,104120,40,295,1288,225900,203999
4,66596,40,293,1280,377900,250999
9,128624,40,295,1285,225900,158999
4,17387,40,294,1281,287700,302999
6,33446,40,297,1294,587900,421999
7,81731,40,295,1288,225900,222999
10,130000,40,296,1282,244700,149999
8,130803,40,294,1316,287700,178999
5,40000,40,293,1268,377900,276999
5,71157,40,90,1287,420900,270999
8,74494,40,294,1304,287700,193999
4,47453,40,293,1269,377900,303999
6,61000,40,90,1289,420900,238999
7,83153,40,294,1303,287700,221999
5,56442,40,294,1301,287700,241999
10,111116,40,296,1282,244700,138999
10,137032,40,296,1282,244700,135999
11,78192,40,294,1296,287700,159999
5,45842,40,294,1284,287700,239999
5,27029,40,294,1274,287700,211999
12,126740,40,294,1273,287700,139999
10,85231,40,294,1273,287700,158999
5,61337,40,294,1270,287700,220999
12,83000,40,294,1317,287700,145999
8,130803,40,294,1316,287700,177999
5,68362,40,294,1278,287700,286999
6,70177,40,294,1303,287700,245999
5,71157,40,90,1287,420900,271999
9,123176,40,90,1309,420900,262999
10,105351,40,294,1286,287700,180999
4,45068,40,91,1277,498700,377999
4,62498,40,90,1310,420900,374999
9,109780,40,90,1313,420900,222999
8,91521,40,294,1290,287700,182999
5,37562,40,294,1284,287700,254999
4,69500,40,294,1280,287700,229999
10,105351,40,294,1286,287700,179999
6,95000,40,297,1294,587900,303999
7,108000,40,294,1274,287700,174999
4,43043,40,294,1281,287700,276999
1,3100,41,298,1320,279900,270999
0,1317,41,299,1321,99999999,427999
1,3100,41,298,1320,279900,268999
11,66000,42,300,1322,310000,150999
7,29800,42,300,1325,310000,248999
10,125487,42,300,1322,310000,133999
8,23200,42,300,1325,310000,234999
8,92048,42,300,1324,310000,207999
15,118425,42,300,1326,310000,126999
11,71000,42,300,1322,310000,150999
7,35001,42,301,1325,329900,223999
7,50400,42,300,1327,310000,221999
13,88900,42,300,1326,310000,124999
7,50400,42,300,1327,310000,267999
15,118425,42,300,1326,310000,127999
10,45678,42,300,1323,310000,186999
12,150116,42,300,1326,310000,106999
10,125487,42,300,1322,310000,135999
13,88900,42,300,1326,310000,127999
12,150116,42,300,1326,310000,105999
8,71000,43,304,1332,594800,288999
8,109650,43,302,1333,574900,260999
10,67728,43,302,1334,574900,233999
2,18000,43,304,1330,594800,506999
8,71000,43,304,1332,594800,232999
6,101166,43,302,1331,574900,287999
2,17500,43,303,1329,584900,619999
8,109650,43,302,1328,574900,272999
3,21645,44,310,1348,394900,338999
4,25226,44,310,1348,394900,293999
2,14765,44,311,1347,424990,418999
14,128430,44,314,1370,299990,110999
2,1130,44,306,1026,279900,276999
2,18298,44,307,632,244900,259999
6,65057,44,305,1342,329900,267999
5,94000,44,305,1342,329900,252999
7,103000,44,307,1341,244900,186999
7,57000,44,308,1338,419900,273999
1,17500,44,307,1340,244900,364999
7,45000,44,308,624,419900,232999
6,64502,44,307,1336,244900,240999
8,87000,44,312,1357,464900,227999
7,57000,44,308,1338,419900,269999
1,17800,44,307,1340,244900,364999
13,109000,44,307,1353,244900,141999
3,78004,44,305,1351,329900,270999
3,11762,44,307,1026,244900,272999
5,85897,44,307,632,244900,186999
2,25234,44,305,1335,329900,330999
13,109000,44,307,1353,244900,135999
5,43673,44,307,1341,244900,228999
5,58104,44,307,1340,244900,269999
5,49822,44,307,1340,244900,249999
1,5000,44,307,1352,244900,295999
3,46000,44,306,631,279900,208999
6,45580,44,307,1346,244900,246999
5,57182,44,307,1341,244900,243999
2,10000,44,309,1339,284990,296999
15,120535,44,312,1354,464900,157999
6,45262,44,308,624,419900,240999
7,78666,44,308,624,419900,210999
7,50810,44,307,1341,244900,216999
3,34873,44,307,1336,244900,261999
5,52000,44,310,1338,394900,292999
6,65253,44,308,1345,419900,273999
2,20409,44,306,1026,279900,238999
5,50863,44,308,603,419900,252999
9,65802,44,308,1359,419900,204999
4,23200,44,307,1336,244900,277999
7,89673,44,310,1348,394900,224999
9,124165,44,308,1359,419900,180999
6,35274,44,307,1341,244900,226999
5,68206,44,308,603,419900,253999
3,21053,44,311,1361,424990,374999
13,109000,44,307,1353,244900,131999
3,39556,44,307,1027,244900,268999
8,85529,44,308,1359,419900,186999
7,116280,44,306,1026,279900,167999
4,65210,44,305,1342,329900,282999
6,65057,44,305,1342,329900,268999
7,84719,44,308,1338,419900,256999
5,85776,44,305,1342,329900,246999
1,5000,44,307,1352,244900,296999
8,79550,44,308,1344,419900,244999
7,84416,44,308,1343,419900,225999
6,48715,44,307,1337,244900,237999
6,51000,44,306,1026,279900,205999
4,60600,44,305,1342,329900,308999
6,45262,44,308,624,419900,235999
7,32408,44,313,1358,294990,201999
7,50810,44,307,1341,244900,218999
6,39700,44,307,1341,244900,240999
5,43673,44,307,1341,244900,233999
1,4451,44,307,1341,244900,330999
6,41766,44,307,1340,244900,262999
3,38356,44,307,1027,244900,268999
10,82680,44,307,1350,244900,144999
5,85897,44,307,632,244900,190999
5,41554,44,307,1341,244900,233999
5,57182,44,307,1341,244900,241999
5,68206,44,308,603,419900,251999
1,5170,44,311,1347,424990,452999
10,47297,44,310,1349,394900,187999
4,57520,44,309,1363,284990,187999
5,72900,44,310,1338,394900,258999
4,65210,44,305,1342,329900,280999
5,94000,44,307,1336,244900,218999
6,59000,44,307,1336,244900,230999
5,57648,44,307,1027,244900,225999
5,40500,44,307,1027,244900,246999
5,73000,44,307,1030,244900,216999
2,10673,44,306,1026,279900,245999
6,52399,44,307,1026,244900,217999
3,11700,44,307,1026,244900,278999
10,112462,44,310,1355,394900,181999
8,74003,44,307,1364,244900,161999
3,34873,44,307,1336,244900,260999
7,62338,44,308,624,419900,226999
7,84416,44,308,1343,419900,230999
7,88876,44,307,1336,244900,217999
2,2867,44,307,1027,244900,310999
4,61726,44,308,624,419900,257999
4,38000,44,307,1026,244900,251999
10,90406,44,310,1366,394900,199999
7,116280,44,306,1026,279900,169999
5,73783,44,307,1030,244900,216999
9,135000,44,307,1356,244900,158999
10,112465,44,310,1355,394900,175999
5,49000,44,307,1340,244900,270999
4,46248,44,307,1340,244900,278999
7,78666,44,308,624,419900,207999
6,64502,44,307,1336,244900,237999
6,41766,44,307,1340,244900,265999
7,93478,44,308,1338,419900,240999
7,65718,44,307,1341,244900,198999
4,51233,44,307,1340,244900,287999
3,27000,44,308,624,419900,288999
9,65802,44,308,1359,419900,200999
4,57862,44,310,1338,394900,274999
5,57182,44,307,1341,244900,242999
8,85529,44,308,1359,419900,187999
8,135000,44,306,1027,279900,178999
5,58104,44,307,1340,244900,273999
7,82024,44,307,1337,244900,203999
1,4600,44,307,1340,244900,385999
7,32408,44,313,1358,294990,198999
4,13815,44,305,1342,329900,304999
7,83000,44,308,1338,419900,256999
7,50835,44,307,1336,244900,223999
3,21000,44,309,1360,284990,249999
5,49822,44,307,1340,244900,243999
5,43673,44,307,1341,244900,230999
3,70000,44,307,1369,244900,216999
3,22466,44,309,1360,284990,249999
12,163658,44,312,1357,464900,177999
7,84416,44,308,1343,419900,227999
3,11700,44,307,1026,244900,277999
1,20500,44,307,1027,244900,279999
4,51233,44,307,1340,244900,284999
6,52399,44,307,1026,244900,215999
6,45500,44,307,1346,244900,246999
4,25226,44,310,1348,394900,298999
5,85776,44,305,1342,329900,244999
10,112462,44,310,1355,394900,175999
4,38585,44,307,1026,244900,251999
5,72072,44,308,1362,419900,270999
8,87000,44,312,1357,464900,226999
2,26055,44,307,1336,244900,294999
6,41766,44,307,1340,244900,261999
5,72072,44,308,1362,419900,267999
3,78004,44,305,1351,329900,278999
6,72550,44,306,631,279900,166999
5,50863,44,308,603,419900,250999
8,87000,44,312,1357,464900,225999
6,64502,44,307,1336,244900,238999
9,77758,44,310,1366,394900,217999
5,52075,44,310,1338,394900,292999
12,96000,44,307,1368,244900,176999
4,57520,44,309,1363,284990,195999
8,79550,44,308,1344,419900,243999
9,135000,44,307,1356,244900,156999
1,20244,44,307,1027,244900,279999
5,57648,44,307,1027,244900,224999
2,25234,44,305,1335,329900,335999
7,93000,44,307,1341,244900,215999
1,4572,44,307,1340,244900,377999
7,50810,44,307,1341,244900,217999
2,25234,44,305,1335,329900,340999
1,4451,44,307,1341,244900,324999
3,21645,44,310,1348,394900,343999
4,13815,44,305,1342,329900,300999
4,46248,44,307,1340,244900,277999
8,43000,44,306,1027,279900,212999
6,33094,44,306,1026,279900,212999
5,75397,44,310,1338,394900,258999
4,49862,44,307,1346,244900,268999
5,41554,44,307,1341,244900,230999
3,27000,44,308,624,419900,289999
1,4451,44,307,1341,244900,323999
3,29000,44,311,1347,424990,411999
3,78004,44,305,1351,329900,274999
3,11021,44,313,1365,294990,250999
3,27000,44,308,624,419900,290999
7,93000,44,307,1341,244900,215999
4,47000,44,307,1346,244900,266999
10,90406,44,310,1366,394900,198999
2,10673,44,306,1026,279900,242999
2,22000,44,307,1346,244900,295999
3,21645,44,310,1348,394900,333999
15,120535,44,312,1354,464900,164999
10,71000,44,307,1367,244900,182999
5,40452,44,307,1027,244900,246999
10,90406,44,310,1366,394900,200999
8,95000,44,308,1344,419900,235999
2,16891,44,307,1352,244900,293999
2,18000,44,307,632,244900,259999
9,135000,44,307,1356,244900,157999
6,65253,44,308,1345,419900,269999
4,57520,44,309,1363,284990,191999
2,2867,44,307,1027,244900,302999
10,47297,44,310,1349,394900,186999
7,31957,44,307,632,244900,196999
7,62338,44,308,624,419900,223999
2,10000,44,309,1339,284990,295999
4,65210,44,305,1342,329900,281999
4,61726,44,308,624,419900,254999
3,35824,44,309,1360,284990,246999
2,20409,44,306,1026,279900,237999
2,22822,44,311,1361,424990,390999
6,45262,44,308,624,419900,237999
8,42324,45,317,1374,2099900,774999
6,49403,45,315,1371,869900,486999
6,45417,45,315,1375,869900,546999
6,27500,45,315,1375,869900,596999
6,62621,45,315,1373,869900,523999
3,40500,45,316,1372,1024990,686999
6,62621,45,315,1373,869900,520999
5,33500,45,315,1376,869900,697999
3,32000,45,315,1372,869900,674999
8,42324,45,317,1374,2099900,792999
6,26341,45,315,1373,869900,544999
6,49403,45,315,1371,869900,491999
6,52068,45,315,1376,869900,580999
5,16873,45,315,1373,869900,649999
3,41874,45,316,1372,1024990,683999
6,27436,45,315,1375,869900,596999
6,45417,45,315,1375,869900,543999
3,32000,45,315,1372,869900,656999
6,52068,45,315,1376,869900,589999
4,68517,46,318,1433,548900,520999
7,57539,46,321,1431,258700,224999
5,60077,46,322,1427,861900,472999
5,49000,46,322,1427,861900,500999
7,36563,46,320,1379,336900,262999
7,56000,46,320,1379,336900,257999
5,42233,46,320,1379,336900,299999
4,58169,46,323,1392,501900,399999
8,39000,46,326,1391,329900,223999
4,67000,46,323,1398,501900,410999
4,36419,46,329,1401,469900,330999
8,90000,46,332,1429,1384900,547999
6,67792,46,320,1379,336900,252999
6,45092,46,324,1385,524900,395999
4,51424,46,324,1388,524900,413999
6,49127,46,323,1422,501900,384999
8,80926,46,321,1382,258700,176999
5,76583,46,331,1427,807900,590999
7,38643,46,329,1432,469900,306999
7,57539,46,321,1431,258700,222999
5,55000,46,320,1379,336900,287999
2,53665,46,325,1396,566900,726999
3,20219,46,330,1417,333900,298999
6,23321,46,318,1416,548900,387999
4,27560,46,318,1412,548900,567999
13,98000,46,318,1377,548900,184999
7,63896,46,322,1402,861900,410999
4,64622,46,329,1401,469900,303999
6,52099,46,320,1379,336900,277999
11,86706,46,322,1423,861900,314999
4,21000,46,318,1388,548900,494999
8,58000,46,329,1432,469900,280999
3,29805,46,324,502,524900,437999
6,65383,46,320,1379,336900,271999
7,124493,46,326,1391,329900,210999
4,33100,46,326,1394,329900,292999
5,41680,46,329,1419,469900,329999
3,51000,46,323,1398,501900,448999
7,79484,46,322,1403,861900,423999
7,34020,46,320,1379,336900,259999
5,28046,46,320,1379,336900,309999
10,107820,46,318,1416,548900,222999
7,45114,46,318,1395,548900,332999
8,52346,46,321,1382,258700,209999
6,71000,46,331,1427,807900,384999
4,32600,46,319,1407,399900,397999
8,76749,46,321,1406,258700,201999
8,79397,46,321,1406,258700,204999
8,96000,46,326,1393,329900,199999
3,24500,46,325,1386,566900,640999
6,51704,46,325,1410,566900,537999
5,33592,46,320,1379,336900,309999
12,86981,46,318,1439,548900,200999
4,21000,46,318,1388,548900,498999
3,26451,46,318,1388,548900,459999
5,42694,46,322,1427,861900,493999
9,54673,46,319,1413,399900,188999
6,70000,46,326,1391,329900,227999
7,36563,46,320,1379,336900,263999
3,26451,46,318,1388,548900,469999
4,33040,46,326,1394,329900,295999
7,50600,46,331,1435,807900,406999
6,78705,46,318,1416,548900,344999
5,49000,46,322,1427,861900,508999
4,39207,46,318,1388,548900,438999
8,90000,46,332,1429,1384900,546999
6,58066,46,319,1413,399900,234999
6,58066,46,319,1413,399900,237999
4,33000,46,318,1409,548900,503999
7,45237,46,326,1393,329900,234999
7,29000,46,322,1423,861900,514999
8,80926,46,321,1382,258700,173999
10,108000,46,322,1403,861900,266999
4,60000,46,318,1412,548900,516999
3,29805,46,324,502,524900,438999
5,42694,46,322,1427,861900,491999
4,43195,46,323,1398,501900,466999
11,130233,46,329,1420,469900,160999
7,25464,46,329,1432,469900,337999
7,55500,46,322,1445,861900,392999
5,72376,46,326,1394,329900,253999
6,49000,46,329,1432,469900,297999
13,123242,46,322,1402,861900,234999
11,111000,46,322,1402,861900,269999
11,111000,46,322,1402,861900,270999
12,146620,46,322,1402,861900,215999
8,67079,46,329,1420,469900,252999
8,52683,46,326,1436,329900,205999
7,50410,46,323,1422,501900,392999
7,25464,46,329,1432,469900,327999
8,90000,46,332,1429,1384900,545999
4,39207,46,318,1388,548900,434999
9,51996,46,319,1408,399900,214999
6,34787,46,326,1393,329900,258999
5,56000,46,318,1448,548900,420999
8,52346,46,321,1382,258700,208999
2,10605,46,319,1383,399900,410999
4,24000,46,319,1408,399900,348999
8,102284,46,321,1390,258700,183999
6,58066,46,319,1413,399900,231999
3,24500,46,325,1386,566900,630999
6,23321,46,318,1416,548900,385999
9,133099,46,326,1415,329900,195999
5,41000,46,329,1400,469900,319999
9,74000,46,318,1416,548900,253999
11,100185,46,318,1395,548900,217999
5,32173,46,329,1419,469900,333999
2,10605,46,319,1383,399900,404999
7,61000,46,329,1432,469900,284999
7,124267,46,332,1434,1384900,481999
8,66657,46,322,1402,861900,346999
6,83019,46,322,1430,861900,433999
8,96000,46,326,1393,329900,201999
7,64389,46,321,1389,258700,214999
8,87826,46,322,1381,861900,292999
5,57476,46,329,1419,469900,331999
4,27560,46,318,1412,548900,565999
8,78000,46,321,1406,258700,184999
7,111876,46,326,1393,329900,223999
8,135459,46,326,1391,329900,196999
2,53665,46,325,1396,566900,729999
8,69219,46,321,1404,258700,224999
7,54000,46,321,1404,258700,234999
8,80926,46,321,1382,258700,174999
8,39000,46,326,1391,329900,224999
4,19397,46,327,1397,1049900,830999
6,45092,46,324,1385,524900,403999
7,34000,46,326,1391,329900,254999
7,119700,46,322,1402,861900,321999
4,21000,46,318,1388,548900,497999
4,33491,46,319,1408,399900,325999
7,80278,46,321,1404,258700,189999
10,99010,46,321,1441,258700,173999
5,48576,46,331,1427,807900,610999
8,94000,46,322,1402,861900,341999
12,145156,46,331,1425,807900,213999
2,53665,46,325,1396,566900,731999
7,119700,46,322,1402,861900,322999
9,52210,46,319,1408,399900,209999
5,39244,46,319,1407,399900,366999
9,141656,46,326,1415,329900,189999
11,130233,46,329,1420,469900,159999
7,105677,46,321,1389,258700,189999
8,136000,46,321,1404,258700,192999
8,87826,46,322,1381,861900,297999
6,49127,46,323,1422,501900,376999
5,48576,46,331,1427,807900,612999
3,37000,46,330,1417,333900,318999
7,119700,46,322,1402,861900,324999
4,80000,46,323,1392,501900,377999
6,71492,46,321,1380,258700,191999
7,25447,46,320,1379,336900,273999
4,64622,46,329,1401,469900,301999
3,45100,46,330,1417,333900,311999
5,60077,46,322,1427,861900,467999
13,101786,46,319,1424,399900,141999
4,41882,46,322,1438,861900,730999
7,111876,46,326,1393,329900,227999
12,119234,46,324,1387,524900,183999
4,27560,46,318,1412,548900,564999
4,42092,46,318,1433,548900,573999
7,65227,46,323,1422,501900,366999
5,32000,46,328,1399,429900,361999
7,37183,46,328,1399,429900,310999
7,124267,46,332,1434,1384900,473999
5,39370,46,324,502,524900,386999
4,47000,46,324,1438,524900,482999
3,70625,46,329,1401,469900,336999
11,112850,46,326,1415,329900,170999
4,19397,46,327,1397,1049900,848999
6,66387,46,318,1395,548900,371999
2,15679,46,330,1449,333900,340999
9,74000,46,318,1416,548900,257999
6,78705,46,318,1416,548900,325999
10,94000,46,321,1443,258700,171999
5,42233,46,320,1379,336900,298999
11,128000,46,323,1384,501900,268999
3,45100,46,330,1417,333900,316999
4,30120,46,326,1394,329900,296999
3,37000,46,330,1417,333900,323999
12,146620,46,322,1402,861900,212999
6,105462,46,319,1414,399900,252999
4,35000,46,326,1394,329900,292999
10,111528,46,319,1426,399900,204999
7,50410,46,323,1422,501900,391999
6,45419,46,324,1056,524900,295999
6,64049,46,329,1420,469900,277999
5,57476,46,329,1419,469900,329999
6,70891,46,318,1437,548900,446999
9,54673,46,319,1413,399900,194999
2,12000,46,323,1398,501900,506999
5,54529,46,320,1379,336900,287999
7,38643,46,329,1432,469900,299999
6,51704,46,325,1410,566900,544999
5,41680,46,329,1419,469900,324999
3,38000,46,326,1442,329900,339999
4,47248,46,324,1438,524900,470999
8,69219,46,321,1404,258700,223999
7,124267,46,332,1434,1384900,465999
6,68237,46,321,1440,258700,224999
7,70304,46,318,1395,548900,322999
8,96000,46,326,1393,329900,204999
4,33040,46,326,1394,329900,292999
11,112850,46,326,1415,329900,178999
5,64000,46,318,1437,548900,509999
5,28046,46,320,1379,336900,310999
8,123582,46,319,1405,399900,197999
8,51000,46,319,1408,399900,205999
8,96617,46,322,1403,861900,317999
4,44000,46,319,1407,399900,378999
4,24000,46,319,1408,399900,349999
5,57476,46,329,1419,469900,330999
10,76697,46,319,1413,399900,188999
10,120347,46,331,1435,807900,255999
3,37000,46,330,1417,333900,319999
8,51000,46,321,1382,258700,209999
6,67792,46,320,1379,336900,233999
4,58000,46,323,1392,501900,399999
4,54000,46,325,1386,566900,595999
7,29200,46,318,1418,548900,376999
3,59000,46,333,1450,484400,373999
8,87000,46,318,1395,548900,282999
11,128000,46,323,1384,501900,269999
6,60726,46,324,1385,524900,370999
3,54370,46,325,1386,566900,647999
5,50700,46,320,1379,336900,287999
13,123242,46,322,1402,861900,233999
6,45092,46,324,1385,524900,404999
5,71376,46,326,1394,329900,253999
4,42092,46,318,1433,548900,574999
10,94000,46,321,1443,258700,162999
8,58725,46,322,1423,861900,449999
8,51000,46,319,1408,399900,209999
7,29000,46,322,1423,861900,513999
10,128072,46,322,1423,861900,334999
7,61000,46,329,1432,469900,287999
11,86706,46,322,1423,861900,315999
10,113088,46,322,1402,861900,274999
7,65227,46,323,1422,501900,374999
7,50410,46,323,1422,501900,393999
4,47336,46,324,1388,524900,443999
6,34787,46,326,1393,329900,255999
3,40000,46,319,1408,399900,332999
4,33491,46,319,1408,399900,326999
6,14031,46,325,1410,566900,587999
8,71449,46,319,1408,399900,217999
9,68000,46,318,1395,548900,282999
13,101371,46,319,1424,399900,146999
7,38643,46,329,1432,469900,302999
5,56000,46,318,1448,548900,391999
5,61260,46,319,1411,399900,266999
4,45000,46,319,1408,399900,295999
9,74000,46,318,1416,548900,255999
7,75000,46,324,502,524900,298999
12,116000,46,324,1387,524900,185999
8,52683,46,326,1436,329900,214999
5,33592,46,320,1379,336900,308999
5,32173,46,329,1419,469900,328999
5,42093,46,318,1447,548900,486999
4,44500,46,326,1446,329900,257999
5,70000,46,319,1411,399900,278999
6,83019,46,322,1430,861900,419999
10,96194,46,321,1443,258700,163999
4,55000,46,325,1386,566900,595999
9,141656,46,326,1415,329900,190999
9,70000,46,318,1395,548900,282999
11,100500,46,318,1395,548900,217999
5,49000,46,322,1427,861900,499999
6,65383,46,320,1379,336900,272999
4,14500,46,329,1401,469900,353999
10,99010,46,321,1441,258700,172999
7,57258,46,320,1379,336900,259999
3,14000,46,329,1401,469900,384999
8,83831,46,321,1382,258700,189999
5,50850,46,320,1379,336900,287999
6,71492,46,321,1380,258700,188999
5,81145,46,319,1378,399900,276999
5,77000,46,331,1427,807900,590999
4,33000,46,318,1409,548900,498999
7,37183,46,328,1399,429900,296999
7,65227,46,323,1422,501900,367999
4,64622,46,329,1401,469900,302999
8,67079,46,329,1420,469900,222999
4,14500,46,329,1401,469900,360999
4,62540,46,318,1388,548900,410999
6,22261,46,324,1056,524900,331999
11,104500,46,318,1444,548900,232999
3,0,46,324,1438,524900,491999
6,51704,46,325,1410,566900,539999
3,38269,46,318,1409,548900,552999
6,14031,46,325,1410,566900,580999
3,45100,46,330,1417,333900,312999
8,95495,46,321,1382,258700,198999
8,95610,46,321,1390,258700,168999
7,57425,46,320,1379,336900,257999
3,29805,46,324,502,524900,449999
8,122537,46,321,1390,258700,181999
11,130159,46,322,1402,861900,254999
5,95561,46,324,502,524900,331999
3,12700,46,329,1401,469900,384999
12,115000,46,322,1403,861900,247999
7,50600,46,331,1435,807900,402999
10,107000,46,322,1402,861900,282999
10,106000,46,322,1402,861900,283999
3,40129,46,319,1407,399900,382999
8,55400,46,321,1451,258700,208999
4,42092,46,318,1433,548900,580999
4,29000,46,326,1394,329900,296999
4,67781,46,323,1398,501900,410999
4,41882,46,322,1438,861900,728999
8,95610,46,321,1390,258700,166999
4,36419,46,329,1401,469900,325999
12,112884,46,319,1424,399900,174999
7,71799,46,319,1426,399900,232999
7,63896,46,322,1402,861900,408999
8,66740,46,322,1423,861900,485999
4,45000,46,319,1407,399900,378999
4,70650,46,324,1438,524900,404999
8,58725,46,322,1423,861900,447999
7,57539,46,321,1431,258700,223999
4,35000,46,326,1394,329900,291999
4,59000,46,318,1412,548900,516999
7,63200,46,321,1389,258700,214999
6,49127,46,323,1422,501900,379999
5,89232,46,321,1440,258700,215999
10,114264,46,322,1402,861900,274999
10,108000,46,322,1403,861900,267999
6,45419,46,324,1056,524900,292999
5,89232,46,321,1440,258700,211999
7,25447,46,320,1379,336900,274999
9,133000,46,326,1421,329900,185999
6,62600,46,329,1420,469900,277999
6,68237,46,321,1440,258700,225999
3,20219,46,330,1417,333900,302999
11,98330,46,331,1423,807900,280999
5,64000,46,318,1437,548900,508999
6,60726,46,324,1385,524900,367999
11,98330,46,331,1423,807900,276999
10,128072,46,322,1423,861900,333999
6,64000,46,322,1430,861900,484999
3,22763,46,324,502,524900,460999
7,115025,46,326,1436,329900,212999
6,70000,46,326,1391,329900,228999
2,43462,46,323,1428,501900,598999
4,47248,46,324,1438,524900,482999
4,68517,46,318,1433,548900,525999
6,75092,46,326,1393,329900,248999
7,57490,46,329,1432,469900,317999
7,36563,46,320,1379,336900,264999
7,79484,46,322,1403,861900,425999
7,57258,46,320,1379,336900,260999
7,72804,46,319,1408,399900,249999
2,26577,46,318,1388,548900,506999
12,86981,46,318,1439,548900,192999
7,65001,47,338,1522,326990,207999
3,26738,47,337,1490,624990,439999
4,73245,47,351,1537,899990,560999
2,14635,47,345,1502,487990,402999
2,19377,47,335,1523,399990,565999
3,52714,47,337,1490,624990,395999
2,17000,47,337,1469,624990,478999
3,45000,47,338,1464,326990,241999
7,82839,47,343,1476,239990,158999
5,46173,47,334,1459,267990,205999
11,137000,47,339,1462,334990,193999
5,49000,47,334,1500,267990,213999
9,36648,47,352,1514,265990,150999
7,87230,47,337,1533,624990,319999
8,60095,47,335,1528,399990,211999
3,24485,47,345,1493,487990,380999
9,132000,47,334,1500,267990,159999
5,65000,47,334,1464,267990,236999
9,113080,47,341,1520,477990,230999
5,37000,47,337,1467,624990,466999
3,40000,47,340,1472,384990,342999
5,46416,47,338,1541,326990,223999
3,36000,47,342,1472,337990,335999
6,51500,47,338,1515,326990,205999
7,45888,47,339,1491,334990,332999
5,48000,47,337,1490,624990,384999
5,42000,47,337,1489,624990,371999
8,108000,47,335,1529,399990,198999
5,56000,47,334,1471,267990,211999
6,71000,47,335,1509,399990,313999
12,72008,47,346,1513,675990,183999
11,103387,47,335,1487,399990,178999
4,32512,47,335,1475,399990,315999
4,58840,47,334,1459,267990,203999
8,98880,47,337,1456,624990,247999
8,83737,47,335,1495,399990,183999
3,22410,47,345,1493,487990,428999
3,25651,47,345,1478,487990,449999
7,63000,47,337,1486,624990,355999
4,61694,47,345,1493,487990,343999
7,124340,47,334,1506,267990,172999
3,30647,47,347,1488,344990,294999
8,107357,47,335,1460,399990,188999
4,37000,47,334,1464,267990,227999
11,100400,47,339,1462,334990,204999
7,59100,47,338,1565,326990,203999
4,61000,47,340,1465,384990,281999
4,29049,47,335,1453,399990,358999
4,22587,47,340,1465,384990,337999
3,21413,47,335,1473,399990,407999
5,96000,47,337,1469,624990,307999
5,50740,47,334,1459,267990,192999
4,32000,47,340,1465,384990,318999
3,29020,47,335,1473,399990,380999
9,58000,47,346,1519,675990,269999
11,103387,47,335,1487,399990,181999
3,29000,47,334,1459,267990,243999
3,29310,47,345,1493,487990,405999
5,51000,47,343,1476,239990,194999
12,81000,47,343,1570,239990,127999
9,80763,47,335,1483,399990,210999
7,110062,47,334,1463,267990,177999
6,84304,47,334,1516,267990,192999
9,120297,47,335,1466,399990,192999
6,31783,47,337,1469,624990,347999
9,92625,47,335,1508,399990,202999
9,128000,47,335,1536,399990,202999
12,105000,47,335,1526,399990,181999
8,100421,47,341,1530,477990,223999
2,34786,47,350,1501,794990,846999
4,73245,47,351,1537,899990,580999
4,48213,47,345,1502,487990,331999
7,110696,47,337,1489,624990,271999
13,69450,47,337,1484,624990,218999
5,69000,47,334,1465,267990,222999
5,59208,47,343,1476,239990,179999
12,104110,47,336,1540,1249990,218999
8,69000,47,335,1518,399990,222999
5,59445,47,334,1464,267990,230999
5,77012,47,343,1476,239990,183999
10,73079,47,339,1461,334990,215999
5,75271,47,349,1499,267990,218999
6,57230,47,343,1476,239990,159999
